signal_date,execution_date,ticker,side,quantity,price,notional,cost,reason,event_type,realized_pnl
2005-01-03,2005-01-04,ADBE,buy,214.16997070964294,31.09889880624707,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,ADSK,buy,177.84586948384722,37.45068842906704,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,AET,buy,239.95763783487055,27.75677534807017,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,AMD,buy,310.0768337233703,21.479999542236328,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,BEN,buy,586.7089246220966,11.35222248532546,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,DRI,buy,500.8950518796661,13.29709730899114,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,GT,buy,499.1964834251874,13.34234207888658,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,HUM,buy,260.442603329011,25.573581899817274,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,NSC,buy,303.0700894651495,21.976600390326475,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,NTAP,buy,278.73002448268056,23.895704306695333,6660.450246436086,6.660450246436086,rebalance,rebalance,0.0
2005-01-03,2005-01-04,NUE,buy,484.04404424084044,13.760008672107777,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,PCAR,buy,575.0713364831103,11.581954835670551,6660.450246436086,6.660450246436086,rebalance,rebalance,0.0
2005-01-03,2005-01-04,PH,buy,190.2966356903074,35.00035732253006,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-03,2005-01-04,UNH,buy,200.59058210543228,33.20420219397584,6660.450246436085,6.660450246436085,rebalance,rebalance,0.0
2005-01-04,2005-01-05,AMD,sell,310.0768337233703,20.31999969482422,6300.761166630945,6.300761166630945,sma50_exit,risk_exit,-372.65029121820567
2005-01-04,2005-01-05,PH,sell,190.2966356903074,34.26912628241434,6521.29943958974,6.521299439589741,sma50_exit,risk_exit,-152.33255653236964
2005-01-05,2005-01-06,ADBE,sell,214.16997070964294,30.1090915095642,6448.463246697324,6.448463246697324,sma50_exit,risk_exit,-225.09591323189326
2005-01-05,2005-01-06,DRI,sell,500.8950518796661,12.763275173909907,6393.061380390057,6.393061380390057,sma50_exit,risk_exit,-280.442377672853
2005-01-05,2005-01-06,NUE,sell,484.04404424084044,13.547300202583115,6557.489978603087,6.557489978603088,sma50_exit,risk_exit,-116.1782080580353
2005-01-05,2005-01-06,PCAR,sell,575.0713364831103,10.852569254923736,6241.001505704505,6.241001505704505,sma50_exit,risk_exit,-432.35019248372043
2005-01-11,2005-01-12,ADSK,sell,177.84586948384722,32.933016111959994,5857.000885157075,5.857000885157075,sma50_exit,risk_exit,-815.966812410602
2005-01-20,2005-01-21,BEN,sell,586.7089246220966,10.873837585149532,6379.777556098417,6.379777556098418,sma50_exit,risk_exit,-293.71291814020117
2005-01-24,2005-01-25,NSC,sell,303.0700894651495,21.073027210595885,6386.604242016825,6.386604242016825,sma50_exit,risk_exit,-286.89305890771163
2005-01-24,2005-01-25,NTAP,sell,278.73002448268056,22.336812762656933,6225.940368200419,6.225940368200419,sma50_exit,risk_exit,-447.3962688503025
2005-02-01,2005-02-02,AET,sell,81.76491921151899,29.55983717930194,2416.9576988712784,2.416957698871278,rebalance,rebalance,142.74071677126085
2005-02-01,2005-02-02,GT,sell,499.1964834251874,14.241929054260254,7109.5209010777235,7.109520901077723,rebalance,rebalance,435.30068349412556
2005-02-01,2005-02-02,HUM,sell,106.9691813107485,30.468800030411533,3259.2225947740303,3.2592225947740303,rebalance,rebalance,517.64266805342
2005-02-01,2005-02-02,UNH,sell,65.53086301868544,34.622839711772066,2268.8645664700375,2.2688645664700378,rebalance,rebalance,88.5197762597846
2005-02-01,2005-02-02,ADM,buy,329.06571321357626,14.210386611814513,4676.151005457398,4.676151005457398,rebalance,rebalance,0.0
2005-02-01,2005-02-02,AES,buy,524.5283843583751,8.914962745395485,4676.151005457397,4.676151005457397,rebalance,rebalance,0.0
2005-02-01,2005-02-02,BEN,buy,421.55513784110013,11.092620124155655,4676.151005457398,4.676151005457398,rebalance,rebalance,0.0
2005-02-01,2005-02-02,KBH,buy,115.40548484339747,40.51931337408118,4676.151005457398,4.676151005457398,rebalance,rebalance,0.0
2005-02-01,2005-02-02,NTAP,buy,198.11724590067283,23.602947760548883,4676.151005457398,4.676151005457398,rebalance,rebalance,0.0
2005-02-01,2005-02-02,RIG,buy,114.08994925632537,40.98652892685149,4676.151005457398,4.676151005457398,rebalance,rebalance,0.0
2005-02-01,2005-02-02,TPR,buy,256.3235004796614,18.243161460837023,4676.151005457399,4.676151005457399,rebalance,rebalance,0.0
2005-02-02,2005-02-03,NTAP,sell,198.11724590067283,22.78325465194234,4513.755664296508,4.513755664296508,sma50_exit,risk_exit,-171.5852478306431
2005-02-03,2005-02-04,BEN,sell,421.55513784110013,10.939142193821024,4611.451595379616,4.6114515953796165,sma50_exit,risk_exit,-73.98701267861868
2005-02-09,2005-02-10,TPR,sell,256.3235004796614,17.40339859785699,4460.900048845535,4.460900048845535,sma50_exit,risk_exit,-224.38800766616595
2005-02-22,2005-02-23,UNH,sell,135.05971908674684,33.319221085439274,4500.08463998864,4.500084639988641,sma50_exit,risk_exit,6.549784309914678
