year,quarter,source,issuer_high,issuer_low,raw_high,raw_low,high_matches_at_reported_cent_precision,low_matches_at_reported_cent_precision,basis
2017,1,wiki,251.19,214.68,251.19,214.68,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2017,1,sheepb,251.19,214.68,251.19000244140625,214.67999267578125,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2017,2,wiki,266.25,232.81,266.25,232.81,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2017,2,sheepb,266.25,232.81,266.25,232.80999755859375,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2017,3,wiki,265.68,209.0,265.68,209.0,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2017,3,sheepb,265.68,209.0,265.67999267578125,209.0,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2017,4,wiki,254.79,215.37,254.79,215.37,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2017,4,sheepb,254.79,215.37,254.7899932861328,215.3699951171875,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2016,1,wiki,275.94,176.63,275.94,176.63,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2016,1,sheepb,275.94,176.63,275.94000244140625,176.6300048828125,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2016,2,wiki,227.34,185.02,227.337,185.02,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2016,2,sheepb,227.34,185.02,227.33999633789065,185.02000427246097,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2016,3,wiki,239.72,191.59,239.719,191.59,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2016,3,sheepb,239.72,191.59,239.72000122070312,191.58999633789065,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2016,4,wiki,241.69,197.69,241.69,197.69,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
2016,4,sheepb,241.69,197.69,241.69000244140625,197.69000244140625,True,True,"NYSE composite per-share high/low; raw daily High max / Low min, not adjusted or close extrema"
